"USER_ID";"anio";"mes";"AVG_CONNECTION_SPEED";"SUM_IS_MOBILE_DEVICE";"PCT_IS_MOBILE_DEVICE";"Conversion"
18;2018;10;1;2;1;0
19;2018;1;0,117647058823529;17;1;0
19;2018;2;0;17;1;0
19;2018;3;0,8125;16;1;0
19;2018;4;0,05;20;1;0
19;2018;5;0;19;1;0
19;2018;6;0,272727272727273;11;1;0
19;2018;7;0,153846153846154;13;1;0
19;2018;8;0,1;10;1;0
19;2018;9;0,666666666666667;9;1;0
19;2018;10;1;3;1;0
19;2018;11;1;11;1;0
20;2018;1;2,26666666666667;30;1;0
20;2018;2;2,08196721311475;61;1;0
20;2018;3;1,33333333333333;42;1;0
20;2018;4;1,01818181818182;55;1;0
20;2018;5;1;35;1;0
20;2018;6;0,818181818181818;44;1;0
20;2018;7;1,04081632653061;49;1;0
20;2018;8;1,41666666666667;48;1;0
20;2018;9;1,12244897959184;49;1;0
20;2018;10;1,42553191489362;47;1;0
20;2018;11;1,75;52;1;0
21;2018;1;1;3;0,75;0
21;2018;2;1;7;0,875;0
21;2018;3;1,06666666666667;7;0,466666666666667;0
21;2018;4;1,04;12;0,48;0
21;2018;5;1,04347826086957;12;0,521739130434783;0
21;2018;6;1,125;12;0,75;0
21;2018;7;1,26086956521739;20;0,869565217391304;0
21;2018;8;3;4;0,571428571428571;0
21;2018;9;1,27272727272727;9;0,818181818181818;0
21;2018;10;1,13636363636364;17;0,772727272727273;0
21;2018;11;2,21428571428571;12;0,857142857142857;0
22;2018;1;1;33;1;0
22;2018;2;0,967741935483871;30;0,967741935483871;0
22;2018;3;1;49;0,98;0
22;2018;4;1;67;1;0
22;2018;5;1,02197802197802;90;0,989010989010989;0
22;2018;6;1;72;1;0
22;2018;7;1;55;1;0
22;2018;8;1;74;1;0
22;2018;9;1;62;1;0
22;2018;10;1;60;1;0
22;2018;11;0,95049504950495;101;1;1
23;2018;1;3;11;1;0
23;2018;2;2,14285714285714;7;1;0
23;2018;3;3;19;1;0
23;2018;4;3;8;1;0
23;2018;5;3;8;1;0
23;2018;6;3;5;1;0
23;2018;7;3;7;1;0
23;2018;8;3;18;1;0
23;2018;9;3;8;1;0
23;2018;10;1;6;1;0
23;2018;11;1,57142857142857;7;1;0
24;2018;1;3;6;0,1;0
24;2018;2;3;8;0,103896103896104;0
24;2018;3;3;35;0,324074074074074;0
24;2018;4;2,16666666666667;12;0,125;0
24;2018;5;1;15;0,113636363636364;0
24;2018;6;1;9;0,0810810810810811;0
24;2018;7;1;14;0,127272727272727;0
24;2018;8;1;22;0,158273381294964;0
24;2018;9;1,03076923076923;14;0,107692307692308;0
24;2018;10;1;3;0,03125;0
24;2018;11;0,989247311827957;8;0,0860215053763441;0
25;2018;1;1;20;1;0
25;2018;2;1,31578947368421;38;1;0
25;2018;3;1,36363636363636;44;1;0
25;2018;4;1,31578947368421;38;1;0
25;2018;5;1,09090909090909;42;0,954545454545455;0
25;2018;6;0,882352941176471;30;0,882352941176471;0
25;2018;7;1;36;1;0
25;2018;8;1,66666666666667;30;1;0
25;2018;9;3;18;1;0
25;2018;10;2,5;24;1;0
25;2018;11;1;28;1;0
26;2018;1;1;21;1;0
26;2018;2;1;28;1;0
26;2018;3;1;37;1;0
26;2018;4;1;32;0,888888888888889;0
26;2018;5;1;48;0,96;0
26;2018;6;1;49;1;0
26;2018;7;1,02816901408451;61;0,859154929577465;0
26;2018;8;1;70;0,945945945945946;0
26;2018;9;0,980769230769231;46;0,884615384615385;0
26;2018;10;1,01754385964912;54;0,947368421052632;0
26;2018;11;1,05454545454545;50;0,909090909090909;0
27;2018;1;1;14;1;0
27;2018;2;1,14285714285714;14;1;0
27;2018;3;1;11;1;0
27;2018;4;1;15;1;0
27;2018;5;1;22;1;0
27;2018;6;1;17;1;0
27;2018;7;1;15;1;0
27;2018;8;1;16;1;0
27;2018;9;1;15;1;0
27;2018;10;1;15;1;0
27;2018;11;1;12;1;0
28;2018;1;1;7;1;0
28;2018;2;1;7;1;0
28;2018;3;1;8;1;0
28;2018;4;1;8;1;0
28;2018;5;1;11;1;0
28;2018;6;1;25;1;0
28;2018;7;1;38;1;0
28;2018;8;1;18;1;0
28;2018;9;1;13;1;0
28;2018;10;1;12;1;0
28;2018;11;1;22;1;0
29;2018;1;1;2;1;0
29;2018;2;1;7;1;0
29;2018;3;1;11;1;0
29;2018;4;1;8;1;0
29;2018;5;1;7;1;0
29;2018;6;1;9;1;0
29;2018;7;1;11;1;0
29;2018;8;1;11;1;0
29;2018;9;1;6;1;0
29;2018;10;1;24;1;0
29;2018;11;1;6;1;0
30;2018;1;1;0;0;0
30;2018;2;1,14285714285714;0;0;0
30;2018;3;1,16;0;0;0
30;2018;4;1,20833333333333;8;0,333333333333333;0
30;2018;5;2,08333333333333;0;0;0
30;2018;6;1,40909090909091;0;0;0
30;2018;7;1,76923076923077;0;0;0
30;2018;8;1,75;0;0;0
30;2018;9;2,33333333333333;0;0;0
30;2018;10;1,88461538461538;1;0,0384615384615385;0
30;2018;11;1,25;0;0;0
31;2018;1;1;9;0,818181818181818;0
31;2018;2;1;26;1;0
31;2018;3;1;21;1;0
31;2018;4;0,533333333333333;15;1;0
31;2018;5;0,137931034482759;27;0,931034482758621;0
31;2018;6;0,777777777777778;34;0,944444444444444;0
31;2018;7;1;21;1;0
31;2018;8;1,1;16;0,8;0
31;2018;9;1;32;1;0
31;2018;10;1,11111111111111;6;0,666666666666667;0
31;2018;11;1;18;1;0
32;2018;1;3;20;1;0
32;2018;2;2,86666666666667;71;0,946666666666667;0
32;2018;3;2,92982456140351;55;0,964912280701754;0
32;2018;4;3;46;1;0
32;2018;5;2,95945945945946;71;0,959459459459459;0
32;2018;6;2,81538461538462;61;0,938461538461538;0
32;2018;7;2,95384615384615;64;0,984615384615385;0
32;2018;8;2,79365079365079;57;0,904761904761905;0
32;2018;9;3;59;1;0
32;2018;10;0,150943396226415;52;0,981132075471698;0
32;2018;11;0;47;1;0
33;2018;1;1;6;1;0
33;2018;2;1;9;1;0
33;2018;3;1;9;1;0
33;2018;4;1;26;1;0
33;2018;5;1;26;1;0
33;2018;6;1;26;1;0
33;2018;7;1;13;1;0
33;2018;8;1;26;1;0
33;2018;9;1;24;1;0
33;2018;10;0,972972972972973;37;1;0
33;2018;11;1;18;1;0
34;2018;1;1;6;1;0
34;2018;2;1;20;1;0
34;2018;3;1;29;1;0
34;2018;4;1,14285714285714;12;0,857142857142857;0
34;2018;5;1;25;1;0
34;2018;6;1;19;1;0
34;2018;7;1;26;1;0
34;2018;8;1;16;1;0
34;2018;9;1;17;1;0
34;2018;10;1;16;1;0
34;2018;11;1;13;1;0
35;2018;1;1,04444444444444;45;1;0
35;2018;2;1,26829268292683;82;1;0
35;2018;3;1,16;75;1;0
35;2018;4;1,13725490196078;102;1;0
35;2018;5;1,15873015873016;63;1;0
35;2018;6;1,04761904761905;84;1;0
35;2018;7;1,21212121212121;66;1;0
35;2018;8;1,07476635514019;107;1;0
35;2018;9;1,14736842105263;95;1;0
35;2018;10;1,38461538461538;78;1;0
35;2018;11;1,25;56;1;0
36;2018;1;1;16;1;0
36;2018;2;1;27;1;0
36;2018;3;1;58;1;0
36;2018;4;1;33;1;0
36;2018;5;1;45;1;0
36;2018;6;1;38;1;0
36;2018;7;1;33;1;0
36;2018;8;1;38;1;0
36;2018;9;1;27;1;0
36;2018;10;1;34;1;0
36;2018;11;1;31;1;0
37;2018;1;1,13333333333333;15;1;0
37;2018;2;1,26315789473684;38;1;0
37;2018;3;1;33;1;0
37;2018;4;1;27;1;0
37;2018;5;1,7906976744186;43;1;0
37;2018;6;1,27027027027027;37;1;0
37;2018;7;1,51428571428571;35;1;0
37;2018;8;1,58823529411765;34;1;0
37;2018;9;1,125;32;1;0
37;2018;10;1,68965517241379;29;1;0
37;2018;11;1,9;40;1;0
38;2018;1;0,52;25;1;0
38;2018;2;0,8;40;1;0
38;2018;3;1;70;1;0
38;2018;4;1;42;1;0
38;2018;5;1;58;1;0
38;2018;6;1;56;1;0
38;2018;7;1;57;1;0
38;2018;8;0,870967741935484;61;0,983870967741935;0
38;2018;9;1;32;0,96969696969697;0
38;2018;10;1;36;0,972972972972973;0
38;2018;11;1;97;0,97979797979798;0
39;2018;1;1;70;1;0
39;2018;2;1;10;1;0
39;2018;3;2,33333333333333;3;1;0
39;2018;4;1,18181818181818;22;1;0
39;2018;5;1,07766990291262;103;1;0
39;2018;6;1,02;100;1;0
39;2018;7;1;109;1;0
39;2018;8;1,01481481481481;135;1;0
39;2018;9;1,05405405405405;111;1;0
39;2018;10;1,28571428571429;35;1;0
39;2018;11;3;1;1;0
40;2018;1;0,764705882352941;17;1;0
40;2018;2;0,833333333333333;18;1;0
40;2018;3;0,8;13;0,866666666666667;0
40;2018;4;1;9;1;0
40;2018;5;1;16;1;0
40;2018;6;1,25;12;1;0
40;2018;7;0,68;25;1;0
40;2018;8;1,38461538461538;13;1;0
40;2018;9;1,35714285714286;14;1;0
40;2018;10;0,625;8;1;0
40;2018;11;0,5;6;1;0
41;2018;1;1,0625;31;0,96875;0
41;2018;2;1,20689655172414;26;0,896551724137931;0
41;2018;3;1,08;24;0,96;0
41;2018;4;1;18;1;0
41;2018;5;1,08333333333333;23;0,958333333333333;0
41;2018;6;1,16;23;0,92;0
41;2018;7;1,13636363636364;20;0,909090909090909;0
41;2018;8;1,4;20;0,8;0
41;2018;9;1,04347826086957;22;0,956521739130435;0
41;2018;10;1,1304347826087;21;0,91304347826087;0
41;2018;11;1;16;1;0
42;2018;1;1;16;1;0
42;2018;2;0,764705882352941;17;1;0
42;2018;3;0,925925925925926;27;1;0
42;2018;4;1;12;1;0
42;2018;5;1;52;1;0
42;2018;6;1;21;1;0
42;2018;7;1;10;1;0
42;2018;8;0,111111111111111;9;1;0
42;2018;9;0;7;1;0
42;2018;10;0,5;4;1;0
42;2018;11;1;3;1;0
43;2018;1;1;2;0,666666666666667;0
43;2018;2;1;6;0,857142857142857;0
43;2018;3;1,25;7;0,875;0
43;2018;4;1;18;1;0
43;2018;5;1,22222222222222;7;0,777777777777778;0
43;2018;6;1;7;1;0
43;2018;7;1,75;2;0,5;0
43;2018;8;1;4;1;0
43;2018;9;1,28571428571429;4;0,571428571428571;0
43;2018;10;1;1;0,166666666666667;0
43;2018;11;1,5;1;0,25;0
44;2018;1;2,74358974358974;39;1;0
44;2018;2;2,33333333333333;18;1;0
44;2018;3;2,5;24;1;0
44;2018;4;2,67741935483871;31;1;0
44;2018;5;2,8125;32;1;0
44;2018;6;2,5;15;0,9375;0
44;2018;7;2,6;15;1;0
44;2018;8;2,14285714285714;19;0,904761904761905;0
44;2018;9;2,21052631578947;22;0,578947368421053;0
44;2018;10;2,2;12;0,8;0
44;2018;11;2,69230769230769;6;0,461538461538462;0
45;2018;1;1,93333333333333;21;0,7;0
45;2018;2;1,88;25;1;0
45;2018;3;1,90909090909091;33;1;0
45;2018;4;2,05797101449275;68;0,985507246376812;0
45;2018;5;1,91954022988506;87;1;0
45;2018;6;2,23809523809524;63;1;0
45;2018;7;2,40625;64;1;0
45;2018;8;2,45238095238095;84;1;0
45;2018;9;1,87323943661972;71;1;0
45;2018;10;2,15;80;1;0
45;2018;11;1,89655172413793;58;1;0
46;2018;1;0,882352941176471;14;0,823529411764706;0
46;2018;2;1;4;0,8;0
46;2018;3;1,4;14;0,7;0
46;2018;4;2,92105263157895;34;0,894736842105263;0
46;2018;5;2,95121951219512;26;0,634146341463415;0
46;2018;6;2,875;17;0,53125;0
46;2018;7;2,92857142857143;10;0,714285714285714;0
46;2018;8;3;20;0,8;0
46;2018;9;3;21;0,954545454545455;0
46;2018;10;2,89130434782609;35;0,760869565217391;0
46;2018;11;3;23;0,793103448275862;0
47;2018;1;1;23;1;0
47;2018;2;1;50;1;0
47;2018;3;1;89;1;0
47;2018;4;1,02777777777778;70;0,972222222222222;0
47;2018;5;1,01639344262295;120;0,983606557377049;0
47;2018;6;1;89;1;0
47;2018;7;1;109;1;0
47;2018;8;1;59;1;0
47;2018;9;1;49;1;0
47;2018;10;1;40;1;0
47;2018;11;1;48;1;0
48;2018;1;1;12;0,75;0
48;2018;2;1;11;0,785714285714286;0
48;2018;3;0,944444444444444;17;0,944444444444444;0
48;2018;4;0,9375;16;1;0
48;2018;5;1,66666666666667;12;0,666666666666667;0
48;2018;6;1;5;1;0
48;2018;7;1;8;0,888888888888889;0
48;2018;8;1,5;8;1;0
48;2018;9;1;8;0,888888888888889;0
48;2018;10;1,35294117647059;16;0,941176470588235;0
48;2018;11;1,13333333333333;15;1;0
49;2018;1;1,71428571428571;14;1;0
49;2018;2;1,44444444444444;27;1;0
49;2018;3;1,83333333333333;18;1;0
49;2018;4;3;6;1;0
49;2018;5;2,11764705882353;17;1;0
49;2018;6;1,875;15;0,9375;0
49;2018;7;1,57142857142857;21;1;0
49;2018;8;2,36842105263158;19;1;0
49;2018;9;2,34782608695652;23;1;0
49;2018;10;2,2;15;1;0
49;2018;11;1,5;15;0,833333333333333;0
50;2018;1;0,774193548387097;31;1;0
50;2018;2;0,46;100;1;0
50;2018;3;1,42857142857143;33;0,785714285714286;0
50;2018;4;1,52941176470588;68;1;0
50;2018;5;1,46296296296296;54;1;0
50;2018;6;1,44897959183673;49;1;0
50;2018;7;1,3265306122449;49;1;0
50;2018;8;1,48148148148148;54;1;0
50;2018;9;1,33333333333333;33;1;0
50;2018;10;1,3953488372093;43;1;0
50;2018;11;1,42307692307692;52;1;0
51;2018;1;1,85714285714286;6;0,857142857142857;0
51;2018;2;1,14285714285714;9;0,642857142857143;0
51;2018;3;1,64285714285714;14;1;0
51;2018;4;2,15384615384615;12;0,923076923076923;0
51;2018;5;1,78947368421053;19;1;0
51;2018;6;1,77272727272727;21;0,954545454545455;0
51;2018;7;1,57142857142857;7;1;0
51;2018;8;1,61538461538462;13;1;0
51;2018;9;1,52941176470588;15;0,882352941176471;0
51;2018;10;1,89473684210526;19;1;0
51;2018;11;1,8;15;1;0
52;2018;1;1;2;0,666666666666667;0
52;2018;2;2,4;9;0,9;0
52;2018;3;3;1;1;0
52;2018;4;3;18;1;0
52;2018;5;2,89473684210526;19;1;0
52;2018;6;1,83333333333333;12;1;0
52;2018;7;1;5;1;0
52;2018;8;2,38461538461538;13;1;0
52;2018;9;1,59459459459459;36;0,972972972972973;0
52;2018;10;1,8125;32;1;0
52;2018;11;2,8125;13;0,8125;0
53;2018;1;2,38461538461538;13;1;0
53;2018;2;2;27;0,692307692307692;0
53;2018;3;2,3125;77;0,9625;0
53;2018;4;2,80487804878049;38;0,926829268292683;0
53;2018;5;2,33333333333333;67;0,858974358974359;0
53;2018;6;2,07042253521127;51;0,71830985915493;0
53;2018;7;2,87878787878788;33;1;0
53;2018;8;2,06451612903226;26;0,838709677419355;0
53;2018;9;0,805555555555556;32;0,888888888888889;0
53;2018;10;0,5625;47;0,979166666666667;0
53;2018;11;0,947368421052632;66;0,868421052631579;0
54;2018;1;2,5;6;1;0
54;2018;2;2,46153846153846;13;1;0
54;2018;3;2,2;5;1;0
54;2018;4;2,8;10;1;0
54;2018;5;1,22222222222222;9;1;0
54;2018;6;2,42857142857143;7;1;0
54;2018;7;2;10;0,833333333333333;0
54;2018;8;1,83333333333333;11;0,916666666666667;0
54;2018;9;2;6;1;0
54;2018;10;0,75;12;1;0
54;2018;11;2;12;1;0
55;2018;1;3;2;1;0
55;2018;2;0,777777777777778;7;0,777777777777778;0
55;2018;3;1,125;6;0,75;0
55;2018;4;2;12;1;0
55;2018;5;3;14;1;0
55;2018;6;2,72727272727273;21;0,954545454545455;0
55;2018;7;3;6;0,857142857142857;0
55;2018;8;3;19;1;0
55;2018;9;3;10;1;0
55;2018;10;3;2;1;0
55;2018;11;3;16;1;0
56;2018;1;0,909090909090909;10;0,909090909090909;0
56;2018;2;0,823529411764706;14;0,823529411764706;0
56;2018;3;1;27;1;0
56;2018;4;1;23;1;0
56;2018;5;0,976744186046512;42;0,976744186046512;0
56;2018;6;1,06896551724138;27;0,931034482758621;0
56;2018;7;1,11428571428571;35;1;0
56;2018;8;1;36;1;0
56;2018;9;1;23;1;0
56;2018;10;1;34;1;0
56;2018;11;1,06060606060606;30;0,909090909090909;0
57;2018;1;3;5;1;0
57;2018;2;2,75;8;1;0
57;2018;3;3;12;1;0
57;2018;4;2,88235294117647;17;1;0
57;2018;5;2,84615384615385;13;1;1
57;2018;6;3;7;1;0
57;2018;7;3;8;1;0
57;2018;8;3;8;1;0
57;2018;9;3;5;1;0
57;2018;10;2,875;7;0,875;0
57;2018;11;3;4;1;0
58;2018;1;1;58;0,966666666666667;0
58;2018;2;1;76;0,974358974358974;0
58;2018;3;1;80;1;0
58;2018;4;1;106;0,963636363636364;0
58;2018;5;1;90;0,9375;0
58;2018;6;1,01333333333333;148;0,986666666666667;0
58;2018;7;1;232;0,983050847457627;0
58;2018;8;1;108;1;0
58;2018;9;1,02127659574468;86;0,914893617021277;0
58;2018;10;1;98;0,96078431372549;0
58;2018;11;1,52631578947368;72;0,947368421052632;0
59;2018;1;1;1;1;0
59;2018;2;1,66666666666667;2;0,222222222222222;0
59;2018;3;1;4;0,571428571428571;0
59;2018;4;1,09090909090909;9;0,818181818181818;0
59;2018;5;1,18181818181818;8;0,727272727272727;0
59;2018;6;1,125;5;0,625;0
59;2018;7;1,38461538461538;5;0,384615384615385;0
59;2018;8;1,5;4;0,333333333333333;0
59;2018;9;1;7;0,875;0
59;2018;10;1,2;3;0,6;0
59;2018;11;0,75;3;0,75;0
60;2018;1;1,10526315789474;19;1;0
60;2018;2;1,25;32;1;0
60;2018;3;1;34;1;0
60;2018;4;1;25;1;0
60;2018;5;1;10;1;0
60;2018;6;1,1;20;1;0
60;2018;7;1,07142857142857;28;1;0
60;2018;8;1;34;1;0
60;2018;9;1;40;1;0
60;2018;10;1,05263157894737;38;1;0
60;2018;11;1;18;1;0
61;2018;1;0,592592592592593;24;0,888888888888889;0
61;2018;2;0,615384615384615;24;0,923076923076923;0
61;2018;3;0,758620689655172;27;0,931034482758621;0
61;2018;4;0,423076923076923;25;0,961538461538462;0
61;2018;5;0,833333333333333;33;0,916666666666667;0
61;2018;6;0,666666666666667;21;1;0
61;2018;7;0,62962962962963;25;0,925925925925926;0
61;2018;8;0,956521739130435;22;0,956521739130435;0
61;2018;9;1;16;1;0
61;2018;10;1,07142857142857;12;0,857142857142857;0
61;2018;11;0,833333333333333;30;1;0
62;2018;1;0;9;1;0
62;2018;2;0;15;0,555555555555556;0
62;2018;3;0,818181818181818;18;0,818181818181818;0
62;2018;4;1,05;15;0,75;0
62;2018;5;1,06896551724138;22;0,758620689655172;0
62;2018;6;1;33;0,942857142857143;0
62;2018;7;1,04545454545455;33;0,75;0
62;2018;8;1;20;0,606060606060606;0
62;2018;9;1,04166666666667;11;0,458333333333333;0
62;2018;10;1,03703703703704;5;0,185185185185185;0
62;2018;11;0,521739130434783;5;0,217391304347826;0
63;2018;1;2,25423728813559;59;1;0
63;2018;2;1,74390243902439;75;0,914634146341463;0
63;2018;3;1,89130434782609;88;0,956521739130435;0
63;2018;4;0,528571428571429;68;0,971428571428571;0
63;2018;5;2,15294117647059;83;0,976470588235294;0
63;2018;6;2,7125;78;0,975;0
63;2018;7;2,72826086956522;86;0,934782608695652;0
63;2018;8;2,91379310344828;57;0,982758620689655;0
63;2018;9;2,71428571428571;54;0,964285714285714;0
63;2018;10;2,65217391304348;43;0,934782608695652;0
63;2018;11;2,37704918032787;60;0,983606557377049;0
64;2018;1;2,33333333333333;15;1;0
64;2018;2;2,4;20;1;0
64;2018;3;2,58333333333333;24;1;0
64;2018;4;2,31034482758621;26;0,896551724137931;0
64;2018;5;2,6;25;1;0
64;2018;6;2,76;25;1;0
64;2018;7;2,42857142857143;21;1;0
